,_record_id,_latitude,_longitude,number_of_operators,number_of_available_trolleys,serving_customer,maximum_number_of_vehicles_in_the_traffic_jam
63,fa6524ba-5644-46a2-8e12-87e92cbb16a6,19.03439204,-98.26308148,1.0,2.0,1.0,5.0
64,c05e7597-d89f-45c9-ab54-b5664ae5e4aa,19.03436895,-98.26335917,1.0,1.0,1.0,5.0
65,383d2608-f4e2-4b5e-8ffe-39ba0b3b7925,19.0346142,-98.26515114,1.0,1.0,1.0,5.0
66,0bbc0165-52b0-4cdb-877c-1a7bc6002e97,19.03479393,-98.26557855,1.0,1.0,1.0,5.0
67,54c9871b-2aad-4731-8da6-415a7955cd28,19.03547423,-98.26782606,1.0,0.6,1.0,5.0
68,09ee2b22-0bcf-413a-80a1-d6d1faf1697e,19.0353029,-98.2667691,2.0,2.0,1.0,5.0
69,8afaf0f0-7de8-457c-b165-a36b53363c66,19.04058168,-98.1953289,1.0,0.0,1.0,5.0
70,01ca43a6-1a2e-49f5-b949-749c89263d3b,19.04304597,-98.19388314,1.0,0.0,1.0,5.0
71,e3de2e0f-79f4-4698-a6e4-064aa921a5fb,18.99926967,-98.27431241,2.0,0.0,1.0,5.0
72,75037107-c676-446a-ba1d-ab04881a6f67,18.99942299,-98.27406177,1.0,0.0,1.0,5.0
73,3b3b959a-bc54-4825-8d79-f8e957a0355b,19.0061103,-98.26566966,2.0,1.0,1.0,5.0
74,1464422d-78c5-4cfa-afa6-5bf569e882d2,19.00591817,-98.26561022,2.0,1.0,1.0,5.0
75,98008626-eea4-4f9a-ab80-de6e7c716207,19.00608853,-98.26564701,2.0,1.0,1.0,5.0
76,897dd608-be28-4337-b503-5dc70df1e2de,19.00410557,-98.26648632,2.0,1.0,1.0,5.0
77,d53e75b4-8ee0-4fa1-9afc-aa6a595f2c4e,19.00407821,-98.26650558,1.0,0.0,1.0,5.0
78,fc071255-4719-452d-9a71-dc93303e5891,18.9995543,-98.27481945,2.0,0.0,1.0,5.0
79,f9dd984b-722a-4c26-aaef-d8ad2dff57b6,19.00451388,-98.26621164,1.0,1.0,1.0,5.0
80,94b03890-ef1b-4e87-bf0d-42bb64babb73,19.00453154,-98.26617635,1.0,1.0,1.0,5.0
81,0494e54e-1037-4788-9e37-b6bab949011b,19.00445494,-98.26619561,2.0,1.0,1.0,5.0
82,49b79862-d297-4391-bc6e-3e6d8b32d54a,18.99957386,-98.27482134,1.0,0.0,1.0,5.0
83,7e301ca0-760e-4dbc-bd53-626e4447fb89,19.00185877,-98.27195734,1.0,0.0,1.0,5.0
84,be7db0e0-83ad-4486-aa8f-7d31402c2b92,19.00180498,-98.27193511,1.0,1.0,1.0,5.0
85,27bd6132-61df-496d-b780-9db89359dfc8,19.00177928,-98.27183669,2.0,0.0,1.0,5.0
86,e648abf8-df90-46a2-af06-ee5d9662078d,19.00543234,-98.26712707,1.0,0.0,1.0,5.0
87,cfb746bd-5e38-4361-9f45-be1af04f11da,19.0056721,-98.26758947,2.0,0.0,1.0,5.0
88,bdd67e61-886a-45ca-ad5c-2422505548ae,19.0056276,-98.26760789,2.0,1.0,1.0,5.0
89,a626a0df-ca03-4bc9-b0c7-9d1df43daafa,19.00564274,-98.2676258,1.5,1.0,1.0,5.0
90,e5083ea9-1726-4da7-bae0-86ed1cfbc192,19.00572213,-98.26756085,2.0,0.0,1.0,5.0
91,ceee2028-433b-40c5-88b1-7260450b06bd,19.00301702,-98.26731401,1.0,1.0,1.0,5.0
92,119a1eaf-2d72-4792-94dd-23451e9daaec,19.0041138,-98.2668297,2.0,0.0,1.0,5.0
93,819d757b-a60b-400b-b2ab-6d1d2a0d6775,19.02529495,-98.24901729,3.0,1.0,1.0,5.0
94,020550f6-8a3a-4778-a4b6-2bf4595b08a4,19.0269015,-98.2494396,1.0,1.0,1.0,5.0
95,bfd5eadb-d5e5-4499-95fe-c4d299588b38,19.02646347,-98.24983992,1.0,0.0,1.0,5.0
96,9fe0f2da-28c4-4fe3-bb1b-574276e16560,19.02644417,-98.24996744,1.0,0.0,1.0,5.0
97,59855240-c3e3-4ad1-b96e-0000978ace00,19.02557661,-98.24907482,1.5,0.0,1.0,5.0
98,d0b61140-d93b-4560-96a3-4e0e8b3e869a,19.00398578,-98.26656124,2.0,1.0,1.0,5.0
99,7b990a50-a423-44ec-b328-4b315c91c032,19.0041961,-98.26624372,3.0,1.0,1.0,5.0
100,afd0a431-073c-464f-8277-891031fe5ac8,19.00416299,-98.26623402,1.0,1.0,1.0,5.0
101,1e6230db-2501-40f8-b0b1-58ab4911acff,19.00417212,-98.26627933,2.0,1.0,1.0,5.0
102,6f77004f-6644-4006-83cb-b9f733828c39,19.00469036,-98.26640032,1.0,1.0,1.0,5.0
103,642c1e0e-7d94-420b-897a-5cb6706b29f9,19.00398218,-98.26677351,1.0,1.0,1.0,5.0
104,db1d6420-489b-4485-af34-9d62051db63b,19.00443218,-98.26655268,2.0,1.0,1.0,5.0
105,bdbf7953-5464-4419-a75b-54dca2cc4afa,19.00418492,-98.26629784,1.0,1.0,1.0,5.0
106,d663b7db-61d0-4f7d-82c8-9c9a7242155a,19.00378324,-98.266951,2.0,1.0,1.0,5.0
107,a5ce5448-57e7-4dd5-a07b-e726c6b12540,19.0221294,-98.260704,1.5,1.0,1.0,5.0
108,f23f76f3-debc-470d-b5ca-3ad26183baf3,19.0222526,-98.2608584,1.0,0.0,1.0,5.0
109,ca1b4057-6628-4b63-8a1f-0864d7b5a8ce,19.0221078,-98.259917,2.0,1.0,1.0,5.0
110,65966208-4e2f-47cb-a027-901aecab158e,19.0223355,-98.2613098,1.5,1.0,1.0,5.0
111,59b17d95-11e8-4c02-8c72-467c83008d45,19.0224584,-98.2614833,2.0,1.0,1.0,5.0
112,e9ecb408-fb5c-44d4-889b-be1653ffcef0,19.0226014,-98.2615151,1.0,0.0,1.0,5.0
113,46479b94-5add-4c12-83b9-0eefe0c36a07,19.0225792,-98.2615813,1.0,0.0,1.0,5.0
114,ae7f7abb-1295-4017-ba13-d7509b5cfb96,19.0196414,-98.2625225,1.0,0.0,1.0,5.0
115,4aced0bd-0fb6-4d7e-838c-57bd75f6905c,19.0190991,-98.262539,1.5,1.0,1.0,5.0
116,a05b3520-f314-4272-9cbb-ffbd12c2f478,19.0199367,-98.2611618,2.0,1.0,1.0,5.0
117,e3efcbed-84d5-44be-9113-acff71646a25,19.0203189,-98.2610105,1.0,1.0,1.0,5.0
118,f2194813-4114-4b07-9e73-9e7931e278c3,19.0271875,-98.255475,2.0,1.0,1.0,5.0
119,fd4ac2f1-4b61-4853-aaf3-4ae0ffb240d0,19.0283016,-98.2551571,2.0,1.0,1.0,5.0
120,056ec771-c48f-4021-b8dd-85016b69a2c6,19.0295166,-98.2564437,2.0,1.0,1.0,5.0
121,575833b2-4bd7-4eb2-9216-dd6383f01001,19.027931,-98.258336,1.0,1.0,1.0,5.0
122,0dd3bd22-6c62-47b7-a25e-735959b7cc13,19.0240386,-98.2614064,1.0,0.0,1.0,5.0
123,cf894032-717d-4874-bd8a-6ceed1147269,19.0239537,-98.2614156,1.0,0.0,1.0,5.0
124,4cd091cd-d37c-4bbe-9cda-2af711884231,19.0246879,-98.2610514,2.0,1.0,1.0,5.0
125,d7c4d4f6-17e8-42e1-94d6-e2afb9ff95de,19.0223633,-98.2608733,2.0,1.0,1.0,5.0
126,b11d4824-82e7-4a6f-9f4e-d903d991ca94,19.022034,-98.2605816,2.0,0.0,1.0,5.0
127,1d41755a-bd38-4134-9e70-bdd8750603ab,19.022007,-98.2605728,1.5,2.0,1.0,5.0
128,3c3bdaef-823f-4a7a-ab1b-9392b933c628,19.0220533,-98.2604477,3.0,2.0,1.0,5.0
129,ac6e6a8c-23c2-4e96-bfb4-48f84ee3df5c,19.059749,-98.2280428,2.0,0.0,1.0,5.0
130,2fe520ae-68e7-47e3-ba73-f3a9f61a7a53,19.0626148,-98.2346855,1.0,2.0,1.0,5.0
131,30592f94-7c26-4d87-932e-a91c1e3b436a,19.0565655,-98.2320416,2.0,0.0,1.0,5.0
132,cd694ab5-be33-4785-875e-d543310f4fcb,19.0578975,-98.2294284,2.0,0.0,1.0,5.0
133,e806e605-ea7a-4fca-9c3a-471126f1e359,19.07039393,-98.16465799,2.0,0.0,1.0,5.0
134,5fe81df3-4f0f-4539-962e-32a81feb5010,19.07321251,-98.1680825,2.0,2.0,1.0,5.0
135,dd5d90f2-f8d5-4cc1-8112-f92ccb29be5f,19.0741106,-98.1736208,2.0,0.0,1.0,5.0
136,ee4bc4d4-c40e-4641-ad95-19002d102ed7,19.0744375,-98.1732126,1.0,0.0,1.0,5.0
137,cd9a3f38-6fef-4482-8415-bf54c87f24c2,19.07167917,-98.16691842,1.0,0.0,1.0,5.0
138,dda5dde0-71ac-4d49-a19d-f9194bf76666,19.02703779,-98.24935527,1.0,0.0,1.0,5.0
139,a9127e52-7cd5-4a1f-a966-40be4d30a1ae,19.07192456,-98.16676019,1.0,0.0,1.0,5.0
140,11b90772-fb69-429f-a47f-888536a84e53,19.0747741,-98.1674194,2.0,0.0,1.0,5.0
141,5be93e0a-207d-4d79-aeed-b1efb58471f0,19.0726389,-98.1694718,1.0,0.0,1.0,5.0
142,4b32a702-cb43-4e73-9cab-dd112f94f938,19.0746375,-98.1734403,1.0,0.0,1.0,5.0
143,65676b01-d050-4548-be4e-7df1baf080fc,19.0722369,-98.1673744,2.0,1.0,1.0,5.0
144,82f1047c-6277-4b79-8357-5968a5ad6683,19.0720063,-98.1666132,1.0,0.0,1.0,5.0
145,28a2af8e-8b1d-4acf-a077-0945049e826c,19.02514495,-98.24901824,2.0,2.0,1.0,5.0
146,4d4b0cc1-d4c4-45f7-b756-b4a5fcb68066,19.07211175,-98.16531644,1.0,0.0,1.0,5.0
147,729aac9c-aa70-4c64-8f6a-851a292e81d0,19.07303888,-98.16578735,1.0,0.0,1.0,5.0
148,ce86c98a-8030-40df-8f05-560060cfa052,19.07476348,-98.16743158,1.0,0.0,1.0,5.0
149,3ea58be8-511d-4896-bb12-94d1bd7e7fef,19.07285313,-98.16953598,1.0,0.0,1.0,5.0
150,7f7d6c0d-07ac-4465-bdb1-7646df716929,19.07245866,-98.1701053,1.0,0.0,1.0,5.0
151,1c566bed-bbc4-47a7-88d2-8d00dc535bcf,19.03076184,-98.25009883,2.0,2.0,1.0,5.0
152,8f7775ce-161e-47ae-8f03-063ecac52fc8,19.03073124,-98.24982638,1.0,0.0,1.0,5.0
153,d39f0ba1-02e9-4530-8c7d-3bc21f595a8b,19.01463019,-98.22103291,1.0,1.0,1.0,5.0
154,6d2ada32-9b18-44e0-97e6-97338e174994,19.07473645,-98.17446617,2.0,0.0,1.0,5.0
155,227091c9-d136-428b-b0dd-f205f0675832,19.02516802,-98.24909727,1.0,0.0,1.0,5.0
156,02fdc4b9-3d48-42db-8f53-dfca7d8972c0,19.07444109,-98.17355007,2.0,0.0,1.0,5.0
157,df4c1636-1fd6-4787-a0b6-f92a5042177a,19.07441178,-98.17245372,1.5,0.0,1.0,5.0
158,febd53d0-6c61-4512-9fd6-99a096894d04,19.07616531,-98.17082087,1.0,0.0,1.0,5.0
159,68fd022b-56cf-40f1-b34c-e9a77d6cc466,19.07216865,-98.16727834,1.0,0.0,1.0,5.0
160,5b02a047-35ed-4b67-b063-4f095bba9b14,19.07197528,-98.16699092,1.0,0.0,1.0,5.0
161,faaa3bf6-0aa1-4ad9-9395-77e654228cc2,19.07207519,-98.16657669,1.0,0.0,1.0,5.0
162,c43d8722-97dc-4750-8d11-e1922aef3f7e,19.07196103,-98.16697595,2.0,1.0,1.0,5.0
163,ea61b3cb-ddd8-4400-a17b-22f183d60223,19.07199947,-98.16670171,1.0,0.0,1.0,5.0
164,ae8ea7eb-e3f3-4d44-926e-6205f04cf6e5,19.0706946,-98.16773004,1.0,0.0,1.0,5.0
165,0175f6b2-5e39-4d17-be7b-5f22ce81d18a,19.0754693,-98.1676052,2.0,0.0,1.0,5.0
166,761b4bb0-19e3-4bd1-bd86-3f09f7c2d894,19.0724087,-98.1656903,1.0,0.0,1.0,5.0
167,8ae3f454-a90d-4b89-be8c-c5a3e165cab8,19.0701709,-98.1667233,2.0,1.0,1.0,5.0
168,11dfd3f0-8a5d-4d2a-b2b9-570781fc9dbe,19.0718907,-98.166637,1.0,0.0,1.0,5.0
169,db46f0d4-590e-415f-9a36-fd4c105055c5,19.07335886,-98.16430932,1.0,0.0,1.0,5.0
170,10d9ef84-7845-4d25-883d-e403a4fcd2ed,19.07263004,-98.16593052,1.0,0.0,1.0,5.0
171,547b7345-f8ac-4b79-838b-f8da6bdd2f86,19.0736147,-98.16531539,1.0,1.0,1.0,5.0
172,c945b9ea-fa24-44f9-bc41-dc0fd492164b,19.07365081,-98.16529302,2.0,1.0,1.0,5.0
173,b267f7e4-5e7e-4a27-85ea-0ca4b25f9a87,19.07185755,-98.16670569,1.0,0.0,1.0,5.0
174,0c549067-d6d6-4137-bf3c-7abbe6c44901,19.05814233,-98.22542636,2.0,1.0,1.0,5.0
175,0390c1cf-cd81-423e-8c9d-fdf2d4fca170,19.04351354,-98.2005907,1.0,0.0,1.0,5.0
176,c6487edc-4e83-4879-8587-69290726749a,19.04414633,-98.19590563,2.0,1.0,1.0,5.0
177,f964004e-67a0-4b75-b2b0-ce04b9f0b344,19.04361212,-98.19493308,1.0,0.0,1.0,5.0
178,5656a189-19f5-45a7-b53b-1a3db0de6571,19.04360708,-98.19485605,1.0,0.0,1.0,5.0
179,bcbd462b-4c63-490b-bfec-0ef6657ead73,19.04333554,-98.19450331,1.0,1.0,1.0,5.0
180,cd9ba76d-d899-4d87-9512-486aedb1b149,19.04357604,-98.19487287,2.0,0.0,1.0,5.0
181,657541f6-7871-4165-80b2-bef59db83e18,19.04358952,-98.19490105,2.0,1.0,1.0,5.0
